_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
957,Lakeside Long Term Care Centre - 1st Fl,150 Dunn Ave,LTCH,Respiratory,COVID-19,,2022-03-17,2022-03-27,N
958,St. George Care Community - Kitchen,225 St. George St,LTCH,Respiratory,COVID-19,,2022-03-17,2022-03-28,N
959,"Wesburn Manor - 2N, 3N & 3S",400 The West Mall,LTCH,Respiratory,COVID-19,,2022-03-17,2022-04-12,N
960,Midland Gardens Care Community - 5th Fl,130 Midland Ave,LTCH,Enteric,Unable to identify,,2022-03-15,2022-03-25,N
961,Bendale Acres - 3rd Fl,2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2022-03-14,2022-04-26,N
962,Michael Garron Hospital - Withdrawal Management Unit,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-14,2022-03-15,N
963,Fairview Nursing Home - Schlegel Villages - 2nd Fl,14 Cross St,LTCH,Respiratory,COVID-19,,2022-03-12,2022-05-09,N
964,Scarborough Health Network - Centenary - 3W -,2867 Ellesmere Road - Complex Continuing Care,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-11,2022-03-24,N
965,"The Village of Humber Heights - Emma, Williamsburg East & West, Becker 3rd, 4th, 5th Fl & Egerton",2245 Lawrence Avenue West,Retirement Home,Respiratory,COVID-19,,2022-03-11,2022-05-30,N
966,Cedarbrook Lodge Retirement Residence - 4th Fl,520 Markham Road,LTCH,Respiratory,COVID-19,,2022-03-10,2022-03-29,N
967,Isabel and Arthur Meighen Manor - Lawrence Unit,155 Millwood Road,LTCH,Enteric,Norovirus-like,,2022-03-07,2022-03-23,N
968,Scarborough Health Network - Centenary - 9W,2867 Ellesmere Road -General Medicine Unit,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-07,2022-03-18,N
969,Rekai Centre - Sherbourne Place - Ground Fl -,345 Sherbourne St - Management Office & Craft Rm,LTCH,Respiratory,COVID-19,,2022-03-05,2022-03-29,N
970,The O'Neill Centre- 5th Fl,33 Christie St,LTCH,Respiratory,COVID-19,,2022-03-05,2022-03-28,N
971,The Salvation Army - Toronto Grace Health Centre -,650 Dixon Rd - Specialized Care Centre,Hospital-Chronic Care,Respiratory,COVID-19,,2022-03-05,2022-03-20,N
972,Harmony Hills Care Community - 2B,1800 O'Connor Dr,LTCH,Enteric,Norovirus-like,,2022-03-04,2022-03-16,N
973,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,COVID-19,,2022-03-04,2022-04-02,N
974,Sunnybrook Health Sciences Centre - Veterans Centre -,2075 Bayview Ave - LFSE,LTCH,Respiratory,Enterovirus/Rhinovirus,,2022-03-03,2022-03-14,N
975,William Osler Health System - Etobicoke - 7E Cardiology,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-03,2022-03-15,N
976,Bayshore - 6th Fl,221 Milner Ave,Transitional Care,Respiratory,COVID-19,,2022-03-02,2022-03-20,N
977,The Village of Humber Heights - Alderwood,2245 Lawrence Ave W,LTCH,Respiratory,Respiratory syncytial virus,,2022-02-28,2022-03-07,N
978,St. Hilda's Towers - 3rd Fl,2339 Dufferin St,Transitional Care,Respiratory,COVID-19,,2022-02-26,2022-03-18,N
979,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-26,2022-03-22,N
980,Scarborough Health Network - Centenary -,2867 Ellesmere Road - 10W (Mental Health Unit),Hospital-Acute Care,Respiratory,COVID-19,,2022-02-25,2022-03-08,N
981,Lakeside Long Term Care Centre - 4th Fl Office Area,150 Dunn Ave,LTCH,Respiratory,COVID-19,,2022-02-23,2022-03-07,N
982,Seven Oaks - Office,9 Neilson Rd,LTCH,Respiratory,COVID-19,,2022-02-23,2022-03-05,N
983,University Health Network - Toronto General - 6 MA,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-23,2022-03-08,N
984,"True Davidson Acres - 1st, 2nd, 3rd, 4th Fl -",200 Dawes Rd - Basement/Kitchen,LTCH,Respiratory,COVID-19,,2022-02-22,2022-04-14,N
985,William Osler Health System - Etobicoke - 10E Medicine,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-22,2022-03-04,N
986,Kipling Acres - 2N & Kitchen,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2022-02-20,2022-03-08,N
987,Sts. Peter and Paul Residence,221 Milner Ave,Retirement Home,Respiratory,COVID-19,,2022-02-20,2022-03-25,N
988,Centre for Addiction and Mental Health - Unit GAUB,1001 Queen Street West,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-19,2022-03-12,N
989,Trillium Health Partners - McCall Continuing Care - 3rd Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-19,2022-03-14,N
990,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-16,2022-03-04,N
991,Kennedy Lodge - 2 South,1400 Kennedy Rd,LTCH,Respiratory,COVID-19,,2022-02-15,2022-03-05,N
992,"Wesburn Manor - 2S,2N,4S & 4N",400 The West Mall,LTCH,Respiratory,COVID-19,,2022-02-15,2022-03-10,N
993,Kensington Gardens - North Building - 1 & 3 East,45 Brunswick Ave,LTCH,Respiratory,COVID-19,,2022-02-10,2022-03-08,N
994,Sinai Health System - Hennick Bridgepoint Hospital - 2S,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-08,2022-02-17,N
995,Bradgate Arms - 2nd & 6th Fl,54 Foxbar Rd,Retirement Home,Respiratory,COVID-19,,2022-02-07,2022-02-25,N
996,Runnymede Healthcare Centre - 3 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-05,2022-02-16,N
997,West Park Healthcare Centre - 3EA,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-03,2022-02-19,N
998,Baycrest Hospital - North York - H6W,3560 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-02,2022-02-18,N
999,Rekai Centre - Wellesley Central Place - Kitchen,160 Wellesley St E,LTCH,Respiratory,COVID-19,,2022-02-02,2022-02-11,N
1000,University Health Network - Toronto General - ES 13,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-02,2022-02-14,N
1001,Scarborough Health Network - Birchmount - 4D,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-01,2022-02-14,N
1002,Alexis Lodge Retirement Residence - Building 705,705 - 707 Ellesmere Road,Retirement Home,Respiratory,COVID-19,,2022-01-31,2022-02-22,N
1003,Delmanor Wynford,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,,2022-01-31,2022-02-11,N
1004,Rekai Centre - Sherbourne Place - 4th Fl,345 Sherbourne St,LTCH,Respiratory,COVID-19,,2022-01-30,2022-02-21,N
1005,Ivan Franko Home - 3 West,767 Royal York Rd,LTCH,Respiratory,COVID-19,,2022-01-29,2022-02-14,N
1006,Scarborough Health Network - Centenary - 5W - Surgery,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-29,2022-02-09,N
1007,Humber River Hospital - Wilson - 9 West,1235 Wilson Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-28,2022-02-08,N
1008,Pine Villa Seniors Transitional Care - 2nd Fl,1035 Eglinton Avenue W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-28,2022-02-07,N
1009,Unity Health Toronto - St. Michael's - Palliative Care Unit,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-27,2022-02-05,N
1010,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Respiratory,COVID-19,,2022-01-26,2022-02-11,N
1011,Humber River Hospital - Wilson - 12 West,1235 Wilson Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-26,2022-02-11,N
1012,Michael Garron Hospital - F3,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-26,2022-02-02,N
1013,North York General Hospital - General Site - 8W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-26,2022-02-16,N
1014,Fountain View Care Community - 2A & 2B,1800 O'Connor Dr,LTCH,Respiratory,COVID-19,,2022-01-25,2022-02-24,N
1015,Rose of Sharon Korean Long Term Care - 6th Fl,17 Maplewood Ave,LTCH,Respiratory,COVID-19,,2022-01-25,2022-02-18,N
1016,Humber River Hospital - Wilson - 9 East,1235 Wilson Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-24,2022-02-04,N
1017,Unity Health Toronto - St. Michael's - 16CN,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-24,2022-02-02,N
1018,North York General Hospital - General Site - 5N & 5S,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-23,2022-02-07,N
1019,Scarborough Health Network - Centenary - 9 West,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-23,2022-02-07,N
1020,University Health Network - Toronto Western - 6A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-23,2022-02-03,N
1021,West Park Healthcare Centre - 3WD,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-23,2022-02-05,N
1022,Sinai Health System - Hennick Bridgepoint Hospital - 7N,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-22,2022-02-03,N
1023,Baycrest Hospital - North York - 7 West,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-20,2022-02-07,N
1024,Humber River Hospital - Church Site - C2N,200 Church Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-20,2022-02-04,N
1025,Scarborough Health Network - Birchmount - Scarborough -,3030 Birchmount Rd - G3C- Mental Health,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-20,2022-02-03,N
1026,Sinai Health System - Mount Sinai - 10N,600 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-20,2022-02-06,N
1027,Scarborough Health Network - Centenary - 9E,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-19,2022-02-08,N
1028,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E. - 2C-Nephorology,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-19,2022-02-02,N
1029,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E.- T 9-Medicine,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-19,2022-01-30,N
1030,Unity Health Toronto - St. Joseph's - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-19,2022-02-03,N
1031,William Osler Health System - Etobicoke - 9W CCC,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-19,2022-02-01,N
1032,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E. - 4E Medicine,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-18,2022-02-05,N
1033,Trillium Health Partners-McCall Continuing Care - 3rd Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-18,2022-01-23,N
1034,Unity Health Toronto - St. Michael's - 7CC South,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-18,2022-01-27,N
1035,Amica Bayview Village - 2nd Fl,15 Barberry Pl,Retirement Home,Respiratory,COVID-19,,2022-01-17,2022-02-12,N
1036,Centre for Addiction and Mental Health - Queen Street Site -,1001 Queen Street West - Unit 1-3,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-17,2022-01-30,N
1037,Pine Villa Seniors Transitional Care - 4th Fl,1035 Eglinton Avenue W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-17,2022-01-25,N
1038,Runnymede Healthcare Centre - 4W,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-17,2022-02-04,N
1039,Centre for Addiction and Mental Health - Queen Street Site -,1001 Queen Street West - Unit 3-1,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-16,2022-01-28,N
1040,Scarborough Health Network - Scarborough General - H6T,3030 Lawrence Ave. E.,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-16,2022-02-02,N
1041,West Park Healthcare Centre - 2EC,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-16,2022-02-02,N
1042,Unity Health Toronto - Providence - A5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-15,2022-01-27,N
1043,Les Centres D'accueil Heritage - Client Residence,33 Hahn Pl,LTCH,Respiratory,COVID-19,,2022-01-14,2022-01-24,N
1044,Markham Stouffville Hospital - Finch Site - 5W,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-14,2022-01-27,N
1045,Sinai Health System - Hennick Bridgepoint Hospital - 3S,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-14,2022-02-04,N
1046,Unity Health Toronto - Providence - B4,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-14,2022-01-28,N
1047,Unity Health Toronto - St. Joseph's -,30 The Queensway - Dialysis Unit - Main & Satellite Site,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-14,2022-02-04,N
1048,Villa Karuna Home for Seniors,602 Brimley Rd,Retirement Home,Respiratory,COVID-19,,2022-01-14,2022-02-08,N
1049,Baycrest Hospital - 4 West,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-13,2022-01-19,N
1050,Centennial Park Place - Kitchen/Dining Room,25 Centennial Park Rd,Retirement Home,Respiratory,COVID-19,,2022-01-13,2022-01-19,N
1051,Unity Health Toronto - Houses of Providence - HOP 2 West,3276 St. Clair Avenue East,LTCH,Respiratory,COVID-19,,2022-01-13,2022-01-27,N
1052,Unity Health Toronto - St. Michael's -,30 Bond Street - In-Centre Dialysis Unit,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-13,2022-02-04,N
1053,Baycrest Hospital - North York - 7 East,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-12,2022-01-30,N
1054,Trillium Health Partners - Moir Family Centre -,150 Sherway Dr - CCC Unit,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-12,2022-01-30,N
1055,University Health Network - Bickle Centre - North 3,130 Dunn Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-12,2022-02-12,N
1056,University Health Network - Toronto Western - 3B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-12,2022-01-24,N
1057,University Health Network - Toronto Western - 5A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-12,2022-02-04,N
1058,William Osler Health System - 8W Surgical,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-12,2022-01-25,N
1059,Bethseda Home (Partridge),4 Partridge Lane,Retirement Home,Respiratory,COVID-19,,2022-01-11,2022-02-03,N
1060,Bethseda Home (Silversted),76 Silversted Dr,Retirement Home,Respiratory,COVID-19,,2022-01-11,2022-01-31,N
1061,North York General Hospital - 7N & 7W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-11,2022-01-28,N
1062,North York General Hospital - General Site - 4W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-11,2022-01-27,N
1063,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-11,2022-01-23,N
1064,Sunnybrook Health Sciences Centre - Veterans Centre -,2075 Bayview Ave - LFSW,LTCH,Respiratory,COVID-19,,2022-01-11,2022-02-07,N
1065,University Health Network - University Centre - 7S,550 University Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-11,2022-01-22,N
1066,University Health Network - University Centre - 8S,550 University Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-11,2022-01-25,N
1067,Bradgate Arms - 3rd Fl & Kitchen,54 Foxbar Rd,LTCH,Respiratory,COVID-19,,2022-01-10,2022-01-21,N
1068,Centre for Addiction and Mental Health - Queen Street Site -,1001 Queen Street West - Unit 3-5,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-10,2022-02-01,N
1069,Salvation Army Toronto Grace Health Centre - 4th Fl,650 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-10,2022-01-31,N
1070,Scarborough Health Network - Birchmount - 4B-Stroke Unit,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-10,2022-01-29,N
1071,Unity Health Toronto - Houses of Providence - HOP 4 West,3276 St. Clair Avenue East,LTCH,Respiratory,COVID-19,,2022-01-10,2022-02-10,N
1072,Unity Health Toronto - Providence - A4,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-10,2022-01-21,N
1073,University Health Network - Toronto General - ES 9,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-10,2022-01-26,N
1074,Scarborough Health Network - Centenary - 3E Rehab,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-09,2022-02-04,N
1075,Sinai Health System - Hennick Bridgepoint Hospital - 3N,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-09,2022-02-04,N
1076,Sinai Health System - Mount Sinai - 9S,600 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-09,2022-01-18,N
1077,University Health Network - Toronto Western - 9A Ortho,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-09,2022-01-18,N
1078,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E. - CP3 Surgery,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-08,2022-02-01,N
1079,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E. - T7 Medicine,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-08,2022-01-26,N
1080,Unity Health Toronto - St. Joseph's - 2M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-08,2022-01-22,N
1081,William Osler Health System - 9E,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-08,2022-01-23,N
1082,Bethseda Home (Belgreen),67 Belgreen Ave,Retirement Home,Respiratory,COVID-19,,2022-01-07,2022-02-15,N
1083,Delmanor Wynford,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,,2022-01-07,2022-01-25,N
1084,Mon Sheong Home for the Aged - 2nd Fl & Kitchen,36 D'Arcy St,LTCH,Respiratory,COVID-19,,2022-01-07,2022-02-01,N
1085,One Kenton Place,1-3 Kenton Dr,Retirement Home,Respiratory,COVID-19,,2022-01-07,2022-02-08,N
1086,Scarborough Health Network - Centenary - 5E,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-07,2022-01-24,N
1087,Sinai Health System - Mount Sinai - 12S,600 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-07,2022-01-17,N
1088,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-07,2022-02-10,N
1089,Unity Health Toronto - St. Michael's - 14CC,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-07,2022-01-21,N
1090,University Health Network - Lyndhurst - 1B,520 Sutherland Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-07,2022-01-23,N
1091,West Park Healthcare Centre - 2EA-MSCCC,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-07,2022-01-22,N
1092,Ina Grafton Gage Home,40 Bell Estate Rd,LTCH,Respiratory,COVID-19,,2022-01-06,2022-02-16,N
1093,Scarborough Health Network - 3W Margaret Birch Wing (MBW),2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-06,2022-01-23,N
1094,Sunnybrook Health Sciences Centre - St. John's Rehab - A2,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-06,2022-01-15,N
1095,Sunnybrook Health Sciences Centre - Veterans Centre -,2075 Bayview Ave - LGSE,LTCH,Respiratory,COVID-19,,2022-01-06,2022-01-19,N
1096,Unity Health Toronto - St. Joseph's - 2LM,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-06,2022-01-18,N
1097,University Health Network - Lyndhurst - 2B,520 Sutherland Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-06,2022-01-21,N
1098,William Osler Health System - 7E Cardiology,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-06,2022-01-23,N
1099,Atrium at Kew Beach Retirement Residence - 2nd Fl,500 Kingston Rd.,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-05,2022-02-09,N
1100,Forest Hill Place,645 Castlefield Ave,LTCH,Respiratory,COVID-19,,2022-01-05,2022-01-26,N
1101,Humber River Hospital - York Finch - 3rd Fl,2111 Finch Avenue West,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-05,2022-01-24,N
1102,Sage Care Retirement Home,147 Elder Street,Retirement Home,Respiratory,COVID-19,,2022-01-05,2022-02-12,N
1103,Sunnybrook Health Sciences Centre - Bayview Campus - D3,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-05,2022-01-28,N
1104,Sunnybrook Health Sciences Centre - Church Site - A3S,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-05,2022-01-17,N
1105,Unity Health Toronto - Houses of Providence - HOP 1 West,3276 St. Clair Avenue East,LTCH,Respiratory,COVID-19,,2022-01-05,2022-01-22,N
1106,Unity Health Toronto - Houses of Providence - HOP 2 East,3276 St. Clair Avenue East,LTCH,Respiratory,COVID-19,,2022-01-05,2022-01-20,N
1107,University Health Network - Toronto General - 7 A & B,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-05,2022-01-16,N
1108,University Health Network - Toronto Western - 5B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-05,2022-01-27,N
1109,Baycrest Hospital - 5 West,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-04,2022-01-14,N
1110,Belmont House - Dietary,55 Belmont Street,Retirement Home,Respiratory,COVID-19,,2022-01-04,2022-01-31,N
1111,Centre for Addiction and Mental Health - Queen Street Site -,1001 Queen Street West - Unit 3-2,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-04,2022-01-26,N
1112,Michael Garron Hospital - B5 Medicine,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-04,2022-01-13,N
1113,Scarborough Health Network - General Hospital -,3030 Lawrence Ave. E. - 4E Medicine,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-04,2022-01-16,N
1114,Scarborough Health Network - General Hospital -,3030 Lawrence Ave. E. - T2 Nephrology,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-04,2022-01-18,N
1115,St. Hilda's Towers,2339 Dufferin St,Retirement Home,Respiratory,COVID-19,,2022-01-04,2022-01-24,N
1116,University Health Network - Toronto Western - 6A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-04,2022-01-18,N
1117,University Health Network - Toronto Western - 8A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-04,2022-02-10,N
1118,West Park Long Term Care Centre - Glenwyld & Raymore Unit,82 Buttonwood Ave,LTCH,Respiratory,COVID-19,,2022-01-04,2022-01-19,N
1119,Extendicare Bayview - South West & East,550 Cummer Ave,LTCH,Respiratory,COVID-19,,2022-01-03,2022-02-21,N
1120,Humber River Hospital - Church (Memorial) - HB,200 Church Street,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-03,2022-01-18,N
1121,Trillium Health Partners - McCall Continuing Care - 4th Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-03,2022-01-30,N
1122,Lakeshore Lodge,3197 Lakeshore Blvd,LTCH,Respiratory,COVID-19,,2022-01-02,2022-02-12,N
1123,North York General Hospital - Finch Site - 6 West,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-02,2022-01-22,N
1124,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-02,2022-01-14,N
1125,Sunnybrook Health Sciences Centre - Veterans Centre -,2075 Bayview Ave - LGSW,LTCH,Respiratory,COVID-19,,2022-01-02,2022-01-19,N
1126,Trillium Health Partners - Church Site - 6B,200 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-02,2022-01-27,N
1127,Unity Health Toronto - St. Joseph's - 4L,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-02,2022-01-15,N
1128,Unity Health Toronto - St. Joseph's - 6M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-02,2022-01-18,N
1129,University Health Network - Bickle Centre - South 4,130 Dunn Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-02,2022-02-03,N
1130,Carefirst Transitional Care Centre,300 Silver Star Blvd,Retirement Home,Respiratory,COVID-19,,2022-01-01,2022-01-19,N
1131,Humber River Hospital - York Finch - 6E,2111 Finch Avenue West,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-01,2022-01-25,N
1132,Scarborough Health Network - Scarborough General -,3030 Lawrence Ave. E - 3C - General Surgery,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-01,2022-01-31,N
1133,The Teddington,4 Teddington Park Avenue,Retirement Home,Respiratory,COVID-19,,2022-01-01,2022-02-08,N
